"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.10.17_05",11.0890 ,11.1600 ,4.5484 ,6.7601 , ,22.3871 ,25.3942 ,41.1764 ,52.1683 ,38.7611 ,46.6220 ,5.4022 , , , ,38.6169 ,18.6260 ,47.1925 ,47.1190 ,36.6855 , ,33.7268 
"2018.10.17_06",10.8287 ,10.9472 ,4.0958 ,6.2752 , ,22.2581 ,25.6210 ,41.2853 ,52.1250 ,38.7026 ,46.6744 ,4.9798 , , , ,38.7550 ,18.4859 ,47.1321 ,47.0060 ,36.6260 , ,33.6532 
"2018.10.17_07",10.6412 ,10.7522 ,4.0554 ,6.0383 , ,22.1280 ,25.8095 ,41.3690 ,52.1250 ,38.6452 ,46.7278 ,4.9788 , , , ,38.8538 ,18.3236 ,47.0988 ,46.9113 ,36.5786 , ,33.5907 
"2018.10.17_08",10.8599 ,10.7026 ,8.9492 ,18.4421 , ,21.9940 ,26.0565 ,41.3861 ,52.0938 ,38.5837 ,46.7651 ,5.9525 , , , ,37.4113 ,18.1744 ,47.0625 ,46.8266 ,36.5363 , ,33.4788 
"2018.10.17_09",10.9784 ,10.3567 ,9.0625 ,14.4738 , ,21.8488 ,26.1250 ,40.4950 ,52.0665 ,38.5141 ,46.4597 ,7.6048 , , , ,35.2389 ,18.0353 ,47.0625 ,46.7409 ,36.4899 , ,33.0917 
"2018.10.17_10",11.1907 ,10.4881 ,9.7712 ,10.7460 , ,21.7016 ,26.0323 ,40.0796 ,52.0625 ,38.4395 ,46.0050 ,9.7772 , , , ,36.8347 ,17.9536 ,47.0192 ,46.6079 ,36.4375 , ,33.2329 
"2018.10.17_11",11.6131 ,10.9280 ,14.4143 ,10.9073 , ,21.5706 ,25.4929 ,40.2329 ,52.0192 ,38.3599 ,45.8770 ,11.9486 , , , ,38.1149 ,17.9657 ,46.9365 ,46.4173 ,36.3841 , ,33.4567 
"2018.10.17_12",12.0097 ,11.3642 ,14.7782 ,12.6714 , ,21.4506 ,25.0050 ,40.4990 ,51.9879 ,38.2863 ,45.9355 ,14.1804 , , , ,38.9990 ,18.0484 ,46.8407 ,46.2440 ,36.3407 , ,33.6704 
"2018.10.17_13",12.3384 ,11.7144 ,17.0504 ,14.9345 , ,21.3538 ,24.4597 ,40.7611 ,51.9224 ,38.2117 ,46.0464 ,15.1905 , , , ,39.6492 ,18.1613 ,46.7611 ,46.1018 ,36.2944 , ,33.8740 
"2018.10.17_14",12.5259 ,11.9310 ,15.5817 ,13.7520 , ,21.2758 ,24.1101 ,40.9871 ,51.8671 ,38.1369 ,46.1776 ,13.6028 , , , ,40.0169 ,18.2153 ,46.6925 ,46.0079 ,36.2391 , ,34.0060 
"2018.10.17_15",12.5539 ,11.8793 ,13.8629 ,12.7067 , ,21.2077 ,23.8438 ,41.1704 ,51.7994 ,38.0524 ,46.3125 ,12.8861 , , , ,40.5050 ,18.2500 ,46.6653 ,45.9375 ,36.1845 , ,34.1300 
"2018.10.17_16",12.2818 ,11.5032 ,13.0814 ,19.8229 , ,21.1633 ,23.0302 ,41.3256 ,51.7288 ,37.9839 ,46.4597 ,11.8483 , , , ,39.2651 ,18.2581 ,46.6250 ,45.9002 ,36.1250 , ,34.2218 
"2018.10.17_17",12.2446 ,11.5636 ,11.4758 ,15.9375 , ,21.1240 ,22.6099 ,40.5111 ,51.6593 ,37.9194 ,46.2560 ,11.0232 , , , ,36.5302 ,18.1976 ,46.6250 ,45.8750 ,36.0696 , ,33.6996 
"2018.10.17_18",12.1034 ,11.2500 ,10.2530 ,11.8589 , ,21.0685 ,22.2913 ,40.0625 ,51.5907 ,37.8548 ,45.8609 ,10.2641 , , , ,37.9869 ,18.1270 ,46.6048 ,45.8044 ,36.0101 , ,33.7097 
"2018.10.17_19",11.4860 ,10.5442 ,9.3075 ,10.2409 , ,21.0222 ,21.7117 ,40.1956 ,51.5232 ,37.7944 ,45.8024 ,9.3921 , , , ,38.8861 ,17.9889 ,46.5333 ,45.6935 ,35.9627 , ,33.8145 
"2018.10.17_20",11.3847 ,10.5754 ,8.4859 ,9.3942 , ,20.9607 ,21.6552 ,40.3982 ,51.4647 ,37.7440 ,45.8125 ,8.6401 , , , ,39.1431 ,17.8185 ,46.4526 ,45.5877 ,35.9093 , ,33.8095 
"2018.10.17_21",11.5905 ,10.9709 ,7.9274 ,8.9143 , ,20.8972 ,22.0040 ,40.5222 ,51.4173 ,37.6875 ,45.8800 ,8.1109 , , , ,39.1683 ,17.7016 ,46.3790 ,45.5071 ,35.8579 , ,33.7036 
"2018.10.17_22",10.9184 ,9.7754 ,7.4667 ,8.2198 , ,20.8206 ,21.3135 ,40.6573 ,51.3609 ,37.6472 ,45.9919 ,7.4476 , , , ,39.9274 ,17.5413 ,46.3165 ,45.4617 ,35.8044 , ,33.7308 
"2018.10.17_23",10.2996 ,9.2231 ,6.3992 ,7.4849 , ,20.7298 ,20.7540 ,40.7984 ,51.3125 ,37.5927 ,46.0938 ,6.5272 , , , ,40.1109 ,17.3024 ,46.2631 ,45.4375 ,35.7480 , ,33.7087 
"2018.10.18_00",9.9666 ,8.9127 ,8.6986 ,16.0521 , ,20.6431 ,20.3851 ,40.8579 ,51.2671 ,37.5393 ,46.1794 ,5.7572 , , , ,38.8004 ,17.0696 ,46.2470 ,45.4355 ,35.6935 , ,33.5675 
"2018.10.18_01",9.4655 ,8.2651 ,6.7923 ,12.2712 , ,20.5302 ,20.0091 ,40.0212 ,51.2399 ,37.4879 ,45.9506 ,5.1825 , , , ,35.5202 ,16.8478 ,46.1996 ,45.4113 ,35.6381 , ,32.9758 
"2018.10.18_02",9.2403 ,8.1476 ,4.6986 ,7.6260 , ,20.4073 ,19.6754 ,39.4516 ,51.1875 ,37.4325 ,45.4798 ,4.7560 , , , ,36.8942 ,16.6139 ,46.1734 ,45.3397 ,35.5817 , ,32.8831 
"2018.10.18_03",9.3017 ,8.2888 ,4.4315 ,6.5494 , ,20.2712 ,19.6845 ,39.4536 ,51.1714 ,37.3770 ,45.2923 ,4.7056 , , , ,37.5948 ,16.4153 ,46.0917 ,45.2046 ,35.5202 , ,32.8246 
"2018.10.18_04",9.0456 ,7.8847 ,4.4385 ,6.0242 , ,20.1310 ,19.3760 ,39.5823 ,51.1250 ,37.3313 ,45.2986 ,4.5746 , , , ,38.3690 ,16.2312 ,45.9851 ,45.0774 ,35.4544 , ,32.8135 
"2018.10.18_05",8.9472 ,7.8602 ,3.9526 ,5.5192 , ,19.9808 ,19.0988 ,39.7379 ,51.1139 ,37.2732 ,45.3609 ,4.1270 , , , ,38.6139 ,16.0282 ,45.8911 ,44.9718 ,35.3841 , ,32.7903 
"2018.10.18_06",9.1627 ,8.2371 ,3.1794 ,5.1431 , ,19.8206 ,19.4153 ,39.8155 ,51.0635 ,37.2167 ,45.3982 ,3.5827 , , , ,38.3085 ,15.8468 ,45.8135 ,44.8921 ,35.3196 , ,32.6401 
"2018.10.18_07",9.0431 ,8.1336 ,2.6008 ,4.7056 , ,19.6673 ,19.6492 ,39.8599 ,51.0534 ,37.1593 ,45.4375 ,3.1411 , , , ,38.3014 ,15.6835 ,45.7500 ,44.8185 ,35.2319 , ,32.5151 
"2018.10.18_08",8.4752 ,7.3276 ,6.6790 ,13.8314 , ,19.5020 ,19.4133 ,39.8669 ,51.0040 ,37.0968 ,45.4869 ,3.4538 , , , ,37.7762 ,15.4929 ,45.6915 ,44.7621 ,35.1573 , ,32.4264 
"2018.10.18_09",8.2575 ,6.9246 ,6.1492 ,11.3407 , ,19.3488 ,18.5827 ,39.1139 ,51.0000 ,37.0302 ,45.2913 ,4.1230 , , , ,34.6331 ,15.2772 ,45.6714 ,44.7077 ,35.0796 , ,31.9375 
"2018.10.18_10",8.1186 ,6.7595 ,5.4597 ,6.9637 , ,19.1905 ,17.6734 ,38.5665 ,50.9667 ,36.9617 ,44.8458 ,5.2248 , , , ,36.2863 ,15.0806 ,45.6200 ,44.5958 ,34.9960 , ,31.8498 
"2018.10.18_11",8.5614 ,7.4073 ,9.2651 ,6.5665 , ,19.0302 ,17.0817 ,38.6038 ,50.9375 ,36.8972 ,44.6704 ,6.5786 , , , ,37.2319 ,14.9345 ,45.5423 ,44.4284 ,34.9103 , ,31.8044 
"2018.10.18_12",8.2047 ,6.8006 ,8.6623 ,7.7349 , ,18.8710 ,16.1512 ,38.8185 ,50.9103 ,36.8286 ,44.7167 ,8.3135 , , , ,37.8276 ,14.8327 ,45.4506 ,44.2792 ,34.8296 , ,31.8821 
"2018.10.18_13",8.4073 ,7.3039 ,16.6452 ,13.6401 , ,18.7117 ,15.2621 ,39.0625 ,50.8770 ,36.7460 ,44.8236 ,14.1310 , , , ,37.7238 ,14.7530 ,45.3508 ,44.1603 ,34.7329 , ,32.0454 
"2018.10.18_14",9.2446 ,8.1940 ,18.6754 ,12.3609 , ,18.5595 ,14.9264 ,39.2571 ,50.8720 ,36.6673 ,44.9133 ,12.4163 , , , ,38.1724 ,14.8044 ,45.2742 ,44.0504 ,34.6452 , ,32.1038 
"2018.10.18_15",9.3549 ,8.2775 ,12.2349 ,9.9496 , ,18.4183 ,14.6683 ,39.3710 ,50.8125 ,36.5948 ,44.9990 ,9.3367 , , , ,38.2752 ,14.7712 ,45.2167 ,43.9718 ,34.5413 , ,32.1653 
"2018.10.18_16",9.5323 ,8.4720 ,10.4954 ,15.4329 , ,18.2893 ,14.4919 ,39.4345 ,50.7722 ,36.5212 ,45.0625 ,8.2637 , , , ,37.8468 ,14.7429 ,45.1825 ,43.8891 ,34.4476 , ,32.1109 
"2018.10.18_17",9.4881 ,8.4688 ,8.7188 ,13.8931 , ,18.1643 ,14.3306 ,38.7026 ,50.7399 ,36.4425 ,44.8790 ,7.3417 , , , ,34.2944 ,14.6542 ,45.1270 ,43.8246 ,34.3417 , ,31.6270 
"2018.10.18_18",9.5668 ,8.5894 ,6.6119 ,8.9315 , ,18.0343 ,14.5323 ,38.0010 ,50.6875 ,36.3609 ,44.3740 ,6.4022 , , , ,35.4980 ,14.5524 ,45.1109 ,43.7177 ,34.2429 , ,31.5181 
"2018.10.18_19",9.6422 ,8.6746 ,5.6361 ,7.3821 , ,17.9087 ,14.8621 ,37.9375 ,50.6280 ,36.2847 ,44.1458 ,5.7198 , , , ,36.3036 ,14.4593 ,45.0357 ,43.5476 ,34.1488 , ,31.5516 
"2018.10.18_20",9.6165 ,8.8570 ,4.8427 ,6.5464 , ,17.7853 ,15.3710 ,38.0333 ,50.5756 ,36.2147 ,44.0716 ,5.1089 , , , ,36.5101 ,14.3367 ,44.9335 ,43.3700 ,34.0514 , ,31.5141 
"2018.10.18_21",9.1336 ,8.9763 ,3.7540 ,5.7097 , ,17.6683 ,16.0746 ,38.1048 ,50.5121 ,36.1512 ,44.0625 ,4.0958 , , , ,36.4375 ,14.2228 ,44.8448 ,43.2016 ,33.9607 , ,31.3679 
"2018.10.18_22",8.7381 ,8.7489 ,3.1704 ,5.0544 , ,17.5484 ,16.5081 ,38.1250 ,50.4677 ,36.0827 ,44.0665 ,3.5907 , , , ,36.3831 ,14.1048 ,44.7692 ,43.0625 ,33.8619 , ,31.2288 
"2018.10.18_23",8.4968 ,8.4838 ,2.4573 ,4.5099 , ,17.4244 ,16.8165 ,38.1250 ,50.4264 ,36.0161 ,44.0746 ,2.9692 , , , ,36.3337 ,13.9587 ,44.7026 ,42.9395 ,33.7792 , ,31.1200 
"2018.10.19_00",8.6681 ,8.3836 ,5.5684 ,12.9480 , ,17.2863 ,16.9980 ,38.1240 ,50.3750 ,35.9435 ,44.0685 ,2.7967 , , , ,35.8306 ,13.8044 ,44.6522 ,42.8256 ,33.6986 , ,31.0111 
"2018.10.19_01",8.3642 ,8.3330 ,5.6976 ,14.3710 , ,17.1573 ,17.2681 ,37.4365 ,50.3367 ,35.8659 ,43.8649 ,2.3548 , , , ,32.1310 ,13.6623 ,44.6190 ,42.7097 ,33.6109 , ,30.4718 
"2018.10.19_02",8.1038 ,8.1811 ,2.3044 ,7.2319 , ,17.0202 ,17.5312 ,36.6643 ,50.3034 ,35.7933 ,43.2974 ,2.1129 , , , ,33.1190 ,13.5171 ,44.5625 ,42.5575 ,33.5363 , ,30.3125 
"2018.10.19_03",7.9935 ,8.0851 ,1.2409 ,5.0151 , ,16.8800 ,17.7732 ,36.5655 ,50.2500 ,35.7208 ,43.0242 ,1.9002 , , , ,33.9214 ,13.3821 ,44.4798 ,42.3427 ,33.4647 , ,30.2812 
"2018.10.19_04",7.9203 ,8.0216 ,0.9889 ,4.1401 , ,16.7389 ,18.0101 ,36.6492 ,50.2067 ,35.6502 ,42.9375 ,1.8236 , , , ,34.3942 ,13.2419 ,44.3730 ,42.1230 ,33.3962 , ,30.2500 
"2018.10.19_05",7.8761 ,7.9472 ,0.9385 ,3.7107 , ,16.5938 ,18.2722 ,36.7460 ,50.1784 ,35.5806 ,42.9375 ,1.7883 , , , ,34.6694 ,13.1139 ,44.2722 ,41.9214 ,33.3286 , ,30.2137 
"2018.10.19_06",7.8815 ,7.8890 ,0.8929 ,3.4177 , ,16.4476 ,18.5202 ,36.8317 ,50.1250 ,35.5091 ,42.9375 ,1.7063 , , , ,34.7853 ,12.9808 ,44.1734 ,41.7460 ,33.2631 , ,30.1875 
"2018.10.19_07",7.7489 ,7.8400 ,0.9950 ,3.3095 , ,16.3065 ,18.8286 ,36.8770 ,50.0867 ,35.4304 ,42.9435 ,1.7571 , , , ,34.8387 ,12.8417 ,44.1008 ,41.5786 ,33.1946 , ,30.1401 
"2018.10.19_08",7.7522 ,7.4127 ,5.2500 ,11.7947 , ,16.1603 ,18.9849 ,36.9325 ,50.0615 ,35.3528 ,42.9909 ,3.0592 , , , ,34.7611 ,12.7228 ,44.0353 ,41.4345 ,33.1321 , ,30.1331 
"2018.10.19_09",7.9989 ,7.4763 ,7.2550 ,14.9960 , ,16.0119 ,18.9028 ,36.3909 ,50.0139 ,35.2788 ,42.8274 ,4.5000 , , , ,31.3323 ,12.6349 ,43.9821 ,41.3075 ,33.0694 , ,29.7778 
"2018.10.19_10",8.3373 ,7.7446 ,6.7893 ,8.8911 , ,15.8780 ,18.4103 ,35.6905 ,49.9819 ,35.1925 ,42.3165 ,6.5988 , , , ,32.5827 ,12.5716 ,43.9224 ,41.1512 ,33.0071 , ,29.7893 
"2018.10.19_11",8.8200 ,8.2726 ,11.1462 ,8.2349 , ,15.7641 ,17.8054 ,35.6482 ,49.9365 ,35.1048 ,42.0585 ,8.5655 , , , ,33.7339 ,12.5625 ,43.8387 ,40.9345 ,32.9516 , ,29.9829 
"2018.10.19_12",9.4881 ,9.0086 ,11.7480 ,10.0685 , ,15.6623 ,17.4546 ,35.7954 ,49.8800 ,35.0262 ,42.0000 ,11.9163 , , , ,34.4224 ,12.6391 ,43.7228 ,40.7188 ,32.8942 , ,30.1633 
"2018.10.19_13",10.5879 ,10.1822 ,19.4881 ,16.3423 , ,15.5887 ,17.4103 ,35.9587 ,49.8367 ,34.9395 ,42.0101 ,17.1815 , , , ,34.7893 ,12.8407 ,43.6139 ,40.5222 ,32.8357 , ,30.3488 
"2018.10.19_14",11.3330 ,10.7834 ,19.9113 ,15.2883 , ,15.5615 ,17.6190 ,36.0968 ,49.7641 ,34.8478 ,42.0625 ,14.8427 , , , ,34.9677 ,13.0847 ,43.5252 ,40.3700 ,32.7772 , ,30.5161 
"2018.10.19_15",11.2662 ,10.8394 ,15.7500 ,13.3427 , ,15.5121 ,17.9294 ,36.2077 ,49.6653 ,34.7671 ,42.1159 ,13.3044 , , , ,35.1663 ,13.2762 ,43.4577 ,40.2329 ,32.7157 , ,30.6603 
"2018.10.19_16",11.3416 ,10.9364 ,13.2164 ,17.0178 , ,15.5000 ,18.2883 ,36.2954 ,49.5796 ,34.6754 ,42.1633 ,12.7276 , , , ,35.2137 ,13.4284 ,43.4022 ,40.1200 ,32.6562 , ,30.7792 
"2018.10.19_17",11.1541 ,10.7909 ,11.7026 ,19.4062 , ,15.5000 ,18.3982 ,35.8488 ,49.4738 ,34.5938 ,42.0675 ,11.9456 , , , ,31.9143 ,13.5171 ,43.3720 ,40.0302 ,32.5938 , ,30.4183 
"2018.10.19_18",11.1981 ,10.8847 ,10.8931 ,13.1663 , ,15.5353 ,18.6321 ,35.1089 ,49.3659 ,34.5212 ,41.5907 ,11.0302 , , , ,32.7006 ,13.5625 ,43.3246 ,39.9204 ,32.5353 , ,30.3024 
"2018.10.19_19",11.1767 ,10.9703 ,10.0393 ,11.3196 , ,15.5615 ,18.9456 ,35.0030 ,49.2671 ,34.4456 ,41.3417 ,10.2812 , , , ,33.3800 ,13.5625 ,43.2732 ,39.7560 ,32.4798 , ,30.4002 
"2018.10.19_20",11.1843 ,11.0205 ,9.4137 ,10.4444 , ,15.5625 ,19.2258 ,35.1048 ,49.1633 ,34.3780 ,41.2621 ,9.7907 , , , ,33.8185 ,13.5625 ,43.1875 ,39.5776 ,32.4365 , ,30.4375 
"2018.10.19_21",11.1767 ,10.9784 ,9.1089 ,9.9345 , ,15.5998 ,19.4335 ,35.2470 ,49.0645 ,34.3075 ,41.2994 ,9.5353 , , , ,34.1694 ,13.5625 ,43.0958 ,39.4183 ,32.3780 , ,30.4415 
"2018.10.19_22",11.1972 ,10.9138 ,9.5020 ,9.8548 , ,15.6250 ,19.5071 ,35.3881 ,48.9677 ,34.2440 ,41.3367 ,10.0786 , , , ,34.4808 ,13.5625 ,43.0232 ,39.2903 ,32.3357 , ,30.4929 
"2018.10.19_23",11.1789 ,10.9504 ,10.3357 ,10.1331 , ,15.6250 ,19.4062 ,35.5131 ,48.8821 ,34.1815 ,41.3851 ,10.8155 , , , ,34.7510 ,13.5635 ,42.9627 ,39.1885 ,32.3105 , ,30.5806 
"2018.10.20_00",11.2349 ,11.0043 ,10.8928 ,15.0539 , ,15.6319 ,19.3333 ,35.6042 ,48.7907 ,34.1161 ,41.4375 ,10.9329 , , , ,34.8165 ,13.5823 ,42.9246 ,39.0982 ,32.2550 , ,30.6647 
"2018.10.20_01",11.3242 ,11.1049 ,11.1593 ,19.6583 , ,15.6845 ,19.3155 ,35.2016 ,48.7016 ,34.0554 ,41.3458 ,10.9577 , , , ,31.3135 ,13.6250 ,42.8750 ,39.0252 ,32.2460 , ,30.2893 
"2018.10.20_02",11.5151 ,11.2726 ,9.8569 ,12.5282 , ,15.6875 ,19.4143 ,34.4375 ,48.5998 ,33.9980 ,40.8851 ,10.0171 , , , ,32.0383 ,13.6260 ,42.8518 ,38.9315 ,32.1935 , ,30.1361 
"2018.10.20_03",11.5776 ,11.3308 ,9.2599 ,10.6002 , ,15.6875 ,19.5988 ,34.3206 ,48.5060 ,33.9395 ,40.6169 ,9.6667 , , , ,32.8014 ,13.6673 ,42.7833 ,38.7802 ,32.1855 , ,30.2228 
"2018.10.20_04",11.6250 ,11.3912 ,9.1925 ,10.0060 , ,15.7097 ,19.8478 ,34.4234 ,48.4103 ,33.8841 ,40.5625 ,9.6754 , , , ,33.2621 ,13.6875 ,42.6935 ,38.6179 ,32.1270 , ,30.2792 
"2018.10.20_05",11.6875 ,11.4612 ,9.3558 ,9.8760 , ,15.7490 ,20.0071 ,34.5635 ,48.3286 ,33.8337 ,40.5625 ,9.8579 , , , ,33.6099 ,13.6875 ,42.5917 ,38.4738 ,32.1220 , ,30.3468 
"2018.10.20_06",11.7426 ,11.5784 ,9.5595 ,9.9466 , ,15.7500 ,20.2258 ,34.6935 ,48.2319 ,33.7792 ,40.6018 ,10.0272 , , , ,33.8337 ,13.7339 ,42.5121 ,38.3498 ,32.0696 , ,30.3972 
"2018.10.20_07",11.7996 ,11.6164 ,9.7046 ,10.0544 , ,15.7722 ,20.3488 ,34.7964 ,48.1472 ,33.7369 ,40.6492 ,10.1996 , , , ,34.0050 ,13.7520 ,42.4355 ,38.2530 ,32.0625 , ,30.4425 
"2018.10.20_08",11.8847 ,11.6832 ,10.4069 ,14.2726 , ,15.8105 ,20.4274 ,34.8921 ,48.0625 ,33.6825 ,40.6905 ,10.5645 , , , ,34.1754 ,13.7974 ,42.3800 ,38.1724 ,32.0171 , ,30.5010 
"2018.10.20_09",12.0323 ,11.7651 ,11.6131 ,20.3681 , ,15.8125 ,20.3740 ,34.5595 ,47.9758 ,33.6260 ,40.6482 ,11.3204 , , , ,30.9395 ,13.8286 ,42.3377 ,38.1089 ,32.0000 , ,30.1714 
"2018.10.20_10",12.2659 ,11.9925 ,12.3323 ,13.7927 , ,15.8619 ,20.2581 ,33.8075 ,47.8952 ,33.5766 ,40.2016 ,12.3740 , , , ,31.6300 ,13.9032 ,42.3054 ,38.0343 ,31.9849 , ,30.0242 
"2018.10.20_11",12.4935 ,12.1949 ,14.5081 ,12.9597 , ,15.8800 ,20.1542 ,33.6946 ,47.8105 ,33.5252 ,39.9365 ,13.6492 , , , ,32.6149 ,14.0141 ,42.2329 ,37.9052 ,31.9375 , ,30.2046 
"2018.10.20_12",12.6584 ,12.3416 ,14.9929 ,13.3004 , ,15.9365 ,20.0262 ,33.8236 ,47.7198 ,33.4849 ,39.8750 ,14.5454 , , , ,33.4365 ,14.1452 ,42.1442 ,37.7651 ,31.9375 , ,30.3861 
"2018.10.20_13",12.8685 ,12.5851 ,15.2823 ,13.6653 , ,15.9869 ,20.1825 ,34.0060 ,47.6421 ,33.4345 ,39.9194 ,14.6996 , , , ,33.8075 ,14.2913 ,42.0393 ,37.6391 ,31.9032 , ,30.5232 
"2018.10.20_14",13.2134 ,12.7802 ,18.2248 ,14.5333 , ,16.0575 ,20.3105 ,34.1825 ,47.5387 ,33.3780 ,39.9792 ,16.4183 , , , ,34.1915 ,14.4276 ,41.9593 ,37.5347 ,31.8750 , ,30.6548 
"2018.10.20_15",13.1462 ,12.8189 ,17.4062 ,14.4385 , ,16.1421 ,20.3266 ,34.3407 ,47.4496 ,33.3296 ,40.0554 ,15.5202 , , , ,34.4476 ,14.5534 ,41.8831 ,37.4637 ,31.8740 , ,30.7802 
"2018.10.20_16",13.1509 ,12.8675 ,15.4506 ,13.9143 , ,16.2218 ,20.6008 ,34.4798 ,47.3478 ,33.2883 ,40.1270 ,14.7026 , , , ,34.5282 ,14.6341 ,41.8296 ,37.4073 ,31.8226 , ,30.8337 
"2018.10.20_17",13.1121 ,12.8470 ,12.8581 ,22.3411 , ,16.3014 ,20.8911 ,34.2127 ,47.2510 ,33.2490 ,40.1159 ,14.3783 , , , ,31.4536 ,14.6885 ,41.8125 ,37.3740 ,31.8125 , ,30.5030 
"2018.10.20_18",12.8254 ,12.6886 ,11.8206 ,14.9486 , ,16.3901 ,21.2389 ,33.4294 ,47.1442 ,33.1905 ,39.6956 ,12.2893 , , , ,31.6774 ,14.6935 ,41.7550 ,37.3125 ,31.8105 , ,30.2500 
"2018.10.20_19",12.3276 ,12.2845 ,10.3810 ,12.3639 , ,16.4577 ,21.5948 ,33.2520 ,47.0363 ,33.1623 ,39.4254 ,10.9304 , , , ,32.2379 ,14.6552 ,41.7177 ,37.2127 ,31.7671 , ,30.2883 
"2018.10.20_20",11.7712 ,11.8390 ,9.1694 ,10.9395 , ,16.5141 ,21.8599 ,33.3397 ,46.9496 ,33.1250 ,39.3700 ,9.7167 , , , ,32.5746 ,14.5655 ,41.6411 ,37.0907 ,31.7500 , ,30.2843 
"2018.10.20_21",11.4041 ,11.4375 ,8.2036 ,9.9637 , ,16.5625 ,22.0534 ,33.4688 ,46.8569 ,33.0968 ,39.3750 ,8.9375 , , , ,32.7883 ,14.4425 ,41.5514 ,36.9778 ,31.7500 , ,30.2500 
"2018.10.20_22",11.2909 ,11.2834 ,7.9980 ,9.5192 , ,16.5907 ,22.2288 ,33.5917 ,46.7863 ,33.0625 ,39.3972 ,8.8296 , , , ,32.9556 ,14.3095 ,41.4758 ,36.8952 ,31.7440 , ,30.2460 
"2018.10.20_23",11.2629 ,11.2619 ,8.1351 ,9.3387 , ,16.6240 ,22.3851 ,33.6986 ,46.7218 ,33.0383 ,39.4385 ,8.7006 , , , ,33.0766 ,14.2097 ,41.4103 ,36.8216 ,31.6986 , ,30.2056 
"2018.10.21_00",11.2349 ,11.2166 ,8.0857 ,9.1825 , ,16.6240 ,22.5242 ,33.7833 ,46.6623 ,33.0000 ,39.4980 ,8.6341 , , , ,33.1532 ,14.1270 ,41.3649 ,36.7611 ,31.6885 , ,30.1875 
"2018.10.21_01",11.3157 ,11.1992 ,10.0052 ,19.2207 , ,16.5776 ,22.6260 ,33.5383 ,46.5978 ,32.9758 ,39.4536 ,8.5762 , , , ,30.2308 ,14.0504 ,41.3125 ,36.7087 ,31.6875 , ,29.8659 
"2018.10.21_02",11.1843 ,11.1940 ,7.5817 ,10.0847 , ,16.5948 ,22.6351 ,32.7409 ,46.5312 ,32.9375 ,39.0353 ,7.9698 , , , ,30.3327 ,13.9758 ,41.2853 ,36.6200 ,31.6875 , ,29.5151 
"2018.10.21_03",10.7899 ,10.8567 ,6.3780 ,8.3125 , ,16.5867 ,22.6502 ,32.5625 ,46.4718 ,32.9234 ,38.7419 ,7.2631 , , , ,31.0978 ,13.8488 ,41.2329 ,36.4849 ,31.6865 , ,29.4567 
"2018.10.21_04",10.6994 ,10.4763 ,6.3125 ,8.0252 , ,16.5585 ,22.6492 ,32.6573 ,46.4093 ,32.8760 ,38.6865 ,7.1129 , , , ,31.6593 ,13.7308 ,41.1532 ,36.3548 ,31.6482 , ,29.5312 
"2018.10.21_05",10.7651 ,10.4644 ,6.3901 ,7.8417 , ,16.5010 ,22.5565 ,32.8105 ,46.3601 ,32.8700 ,38.6875 ,7.0605 , , , ,32.0556 ,13.6300 ,41.0635 ,36.2232 ,31.6250 , ,29.5625 
"2018.10.21_06",10.5496 ,10.1498 ,6.0978 ,7.5534 , ,16.4516 ,22.3165 ,32.9546 ,46.3125 ,32.8165 ,38.7339 ,6.7752 , , , ,32.4325 ,13.5091 ,40.9829 ,36.0968 ,31.6250 , ,29.5595 
"2018.10.21_07",10.2288 ,9.6377 ,5.5675 ,7.1915 , ,16.3911 ,21.8044 ,33.0978 ,46.2510 ,32.8095 ,38.8165 ,6.2742 , , , ,32.9083 ,13.3720 ,40.9234 ,36.0060 ,31.5706 , ,29.5625 
"2018.10.21_08",9.4849 ,8.5603 ,4.9708 ,6.6472 , ,16.3236 ,20.8165 ,33.2389 ,46.2016 ,32.7540 ,38.9062 ,5.7450 , , , ,33.7127 ,13.2006 ,40.8740 ,35.9335 ,31.5605 , ,29.6149 
"2018.10.21_09",8.5884 ,7.4634 ,8.1888 ,16.0964 , ,16.2460 ,19.3508 ,33.1129 ,46.1532 ,32.7490 ,38.9667 ,5.2962 , , , ,31.0272 ,12.9688 ,40.8165 ,35.8700 ,31.5071 , ,29.3579 
"2018.10.21_10",8.1972 ,7.1692 ,5.4052 ,7.8639 , ,16.1613 ,18.0040 ,32.4466 ,46.1200 ,32.6895 ,38.6734 ,5.1532 , , , ,31.1522 ,12.7137 ,40.7964 ,35.7913 ,31.4788 , ,29.0091 
"2018.10.21_11",7.7942 ,6.6606 ,5.2188 ,6.3972 , ,16.0685 ,17.0252 ,32.3438 ,46.0635 ,32.6804 ,38.4657 ,4.9940 , , , ,32.2641 ,12.5020 ,40.7349 ,35.6835 ,31.4365 , ,28.9980 
"2018.10.21_12",7.7349 ,6.7144 ,6.0685 ,6.0111 , ,15.9587 ,16.2157 ,32.5060 ,46.0554 ,32.6280 ,38.4405 ,5.6724 , , , ,32.8841 ,12.3054 ,40.6562 ,35.5575 ,31.3790 , ,28.9970 
