"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.10.08_14",16.6864 ,16.7203 ,16.2036 ,17.6704 , ,36.4889 ,29.6210 ,36.4194 ,42.4587 ,37.6875 ,39.0665 ,16.1341 ,44.5645 ,33.0897 ,41.9012 ,34.6784 ,31.1008 ,36.0544 ,41.0645 ,38.8306 ,27.0786 ,32.1371 
"2018.10.08_15",16.7101 ,16.7425 ,16.2238 ,17.7913 , ,36.2399 ,29.4778 ,36.8921 ,42.4375 ,37.7087 ,39.4476 ,16.2087 ,44.5050 ,33.7379 ,41.9375 ,35.2752 ,31.0131 ,36.2450 ,41.3599 ,38.7994 ,26.9698 ,32.1875 
"2018.10.08_16",16.7263 ,16.7575 ,16.7988 ,22.6016 , ,35.9738 ,29.3216 ,37.2984 ,42.4375 ,37.7480 ,39.8085 ,16.2324 ,44.4506 ,34.0685 ,41.9919 ,35.5312 ,30.8982 ,36.4587 ,41.6673 ,38.7500 ,26.8498 ,32.1875 
"2018.10.08_17",16.7532 ,16.8060 ,16.7460 ,22.4909 , ,35.7591 ,29.2581 ,37.2298 ,42.4325 ,37.7500 ,40.0786 ,16.2308 ,44.4002 ,31.4536 ,42.0444 ,32.4315 ,30.8155 ,36.6764 ,41.9899 ,38.7056 ,26.7359 ,32.0857 
"2018.10.08_18",16.7468 ,16.8265 ,15.9808 ,17.0292 , ,35.5524 ,29.2641 ,36.9456 ,42.3831 ,37.7550 ,40.0706 ,16.1290 ,44.3357 ,32.9829 ,42.1069 ,33.7641 ,30.7782 ,36.9113 ,42.2964 ,38.6815 ,26.6492 ,32.2671 
"2018.10.08_19",16.7013 ,16.7754 ,15.7742 ,17.0383 , ,35.3542 ,29.1964 ,37.1786 ,42.3750 ,37.8036 ,40.1855 ,16.0292 ,44.2738 ,33.9256 ,42.1905 ,34.9187 ,30.7401 ,37.1161 ,42.5655 ,38.6260 ,26.5813 ,32.4484 
"2018.10.08_20",16.5916 ,16.6584 ,15.6109 ,17.3175 , ,35.1663 ,29.0948 ,37.6038 ,42.3750 ,37.8125 ,40.4204 ,15.8710 ,44.2147 ,34.6623 ,42.2792 ,35.7288 ,30.6825 ,37.2933 ,42.8185 ,38.5806 ,26.5554 ,32.5000 
"2018.10.08_21",16.5409 ,16.6121 ,15.5736 ,17.4627 , ,34.9919 ,28.9718 ,38.0423 ,42.3750 ,37.8125 ,40.7087 ,15.8236 ,44.1784 ,35.2863 ,42.3730 ,36.3669 ,30.6069 ,37.4536 ,43.0827 ,38.5524 ,26.5010 ,32.5000 
"2018.10.08_22",16.7134 ,16.8297 ,15.7056 ,18.2077 , ,34.8528 ,28.9375 ,38.4325 ,42.3871 ,37.8327 ,41.0252 ,15.9738 ,44.1250 ,35.7762 ,42.4718 ,36.8800 ,30.5625 ,37.6260 ,43.3528 ,38.5000 ,26.4516 ,32.4980 
"2018.10.08_23",16.8125 ,16.9192 ,15.8438 ,18.6280 , ,34.7077 ,28.9375 ,38.7792 ,42.4264 ,37.8750 ,41.3367 ,16.0958 ,44.0938 ,36.2258 ,42.5857 ,37.3075 ,30.5484 ,37.8085 ,43.6401 ,38.4607 ,26.4083 ,32.5000 
"2018.10.09_00",16.9025 ,17.0169 ,16.5723 ,23.3346 , ,34.5796 ,28.8982 ,39.0827 ,42.4375 ,37.8750 ,41.6331 ,16.2715 ,44.0625 ,36.5282 ,42.7006 ,37.5696 ,30.5232 ,38.0081 ,43.9304 ,38.4365 ,26.3750 ,32.5484 
"2018.10.09_01",17.0582 ,17.1724 ,16.7308 ,25.6371 , ,34.4758 ,28.8145 ,38.9315 ,42.4446 ,37.8750 ,41.8448 ,16.4486 ,44.0444 ,33.0323 ,42.8206 ,33.7329 ,30.5524 ,38.2097 ,44.2248 ,38.3851 ,26.3528 ,32.4335 
"2018.10.09_02",17.1681 ,17.2823 ,16.1583 ,18.7530 , ,34.4173 ,28.8397 ,38.5171 ,42.4970 ,37.8750 ,41.7661 ,16.5877 ,44.0000 ,34.2067 ,42.9466 ,34.9415 ,30.5625 ,38.4143 ,44.4899 ,38.3750 ,26.3206 ,32.6825 
"2018.10.09_03",17.2565 ,17.3621 ,16.0978 ,16.9909 , ,34.3679 ,28.9022 ,38.6956 ,42.5000 ,37.8841 ,41.8347 ,16.6825 ,44.0000 ,35.8206 ,43.0837 ,36.0544 ,30.5766 ,38.5827 ,44.7188 ,38.3266 ,26.3417 ,33.1714 
"2018.10.09_04",17.3082 ,17.4009 ,16.1512 ,16.5595 , ,34.3085 ,28.9587 ,39.0746 ,42.5363 ,37.9204 ,42.0423 ,16.7198 ,43.9950 ,36.4032 ,43.2359 ,36.8810 ,30.6210 ,38.7319 ,44.9244 ,38.3125 ,26.3750 ,33.5877 
"2018.10.09_05",17.3803 ,17.4703 ,16.2167 ,16.5000 , ,34.2520 ,29.0101 ,39.5020 ,42.5625 ,37.9375 ,42.3125 ,16.8266 ,43.9808 ,38.4798 ,43.3750 ,37.5524 ,30.6250 ,38.8700 ,45.1452 ,38.2812 ,26.3750 ,33.9204 
"2018.10.09_06",17.4397 ,17.5140 ,16.2681 ,16.5000 , ,34.1704 ,29.0786 ,39.9244 ,42.5988 ,37.9375 ,42.6139 ,16.9022 ,43.9849 ,36.5605 ,43.5242 ,38.1250 ,30.6250 ,39.0131 ,45.3730 ,38.2500 ,26.3942 ,34.1986 
"2018.10.09_07",17.5334 ,17.6153 ,16.4177 ,16.5992 , ,34.0706 ,29.1381 ,40.3256 ,42.6280 ,37.9446 ,42.9254 ,17.0506 ,44.0000 ,36.9808 ,43.6754 ,38.6270 ,30.6633 ,39.1845 ,45.6149 ,38.2500 ,26.4365 ,34.4405 
"2018.10.09_08",17.7101 ,17.8028 ,17.0694 ,20.8069 , ,34.1260 ,29.2278 ,40.7056 ,42.6855 ,37.9899 ,43.2399 ,17.4167 ,44.0000 ,37.3911 ,43.8175 ,39.0786 ,30.6875 ,39.3740 ,45.8669 ,38.2258 ,26.4456 ,34.6583 
"2018.10.09_09",18.0700 ,18.1929 ,17.9534 ,27.9757 , ,34.1774 ,29.3720 ,40.6240 ,42.7278 ,38.0000 ,43.4718 ,17.9347 ,44.0131 ,34.8780 ,43.9627 ,35.1583 ,30.7288 ,39.5776 ,46.1210 ,38.1885 ,26.4990 ,34.5081 
"2018.10.09_10",18.5752 ,18.6790 ,18.6371 ,20.4597 , ,34.2351 ,29.5893 ,40.1438 ,42.7639 ,38.0030 ,43.3889 ,18.7036 ,44.0625 ,36.3393 ,44.1091 ,36.2937 ,30.7639 ,39.7937 ,46.3413 ,38.1875 ,26.5357 ,34.4077 
"2018.10.09_11",18.9321 ,18.9925 ,19.1724 ,19.1966 , ,34.2883 ,29.8740 ,40.3165 ,42.8125 ,38.0554 ,43.4284 ,19.2117 ,44.0907 ,37.1825 ,44.2611 ,37.5192 ,30.8327 ,39.9849 ,46.5010 ,38.1875 ,26.5887 ,34.7349 
"2018.10.09_12",19.3718 ,19.3998 ,20.0413 ,19.1935 , ,34.3438 ,30.1996 ,40.7046 ,42.8448 ,38.0635 ,43.6361 ,19.8921 ,44.1522 ,37.7692 ,44.4254 ,38.3921 ,30.9032 ,40.1341 ,46.6452 ,38.1875 ,26.6653 ,35.0625 
"2018.10.09_13",19.8599 ,19.8481 ,21.1321 ,19.7026 , ,34.4224 ,30.4909 ,41.1331 ,42.8750 ,38.1099 ,43.9103 ,20.7248 ,44.2248 ,38.0988 ,44.5938 ,39.0847 ,31.0151 ,40.2792 ,46.8034 ,38.1875 ,26.7500 ,35.3589 
"2018.10.09_14",20.2295 ,20.1929 ,21.7808 ,20.2083 , ,34.5222 ,30.7379 ,41.5595 ,42.9224 ,38.1250 ,44.2177 ,21.3393 ,44.3296 ,38.2893 ,44.7671 ,39.6714 ,31.1502 ,40.4345 ,46.9728 ,38.1875 ,26.8498 ,35.6421 
"2018.10.09_15",20.5360 ,20.4569 ,22.0645 ,20.6089 , ,34.6169 ,30.9819 ,41.9627 ,42.9375 ,38.1633 ,44.5343 ,21.7480 ,44.4335 ,38.6331 ,44.9466 ,40.1794 ,31.2964 ,40.6018 ,47.1623 ,38.1875 ,26.9657 ,35.9103 
"2018.10.09_16",20.7748 ,20.5837 ,22.0554 ,20.8206 , ,34.7278 ,31.1139 ,42.3387 ,42.9889 ,38.1875 ,44.8468 ,21.9405 ,44.5262 ,39.0333 ,45.1058 ,40.6361 ,31.4627 ,40.7944 ,47.3700 ,38.1875 ,27.0907 ,36.1492 
"2018.10.09_17",20.7845 ,20.5862 ,19.5421 ,30.7809 , ,34.8438 ,31.2450 ,42.2409 ,43.0000 ,38.2429 ,45.0766 ,21.7526 ,44.6058 ,37.3609 ,45.2490 ,36.7087 ,31.6341 ,41.0050 ,47.5927 ,38.1875 ,27.2268 ,35.9879 
"2018.10.09_18",20.5733 ,20.4440 ,19.7157 ,22.9698 , ,34.8367 ,31.2500 ,41.6552 ,43.0363 ,38.2671 ,44.9224 ,21.0998 ,44.6643 ,38.4234 ,45.3750 ,37.6804 ,31.8054 ,41.2198 ,47.7994 ,38.1875 ,27.3679 ,35.7883 
"2018.10.09_19",20.2996 ,20.2360 ,19.1825 ,20.7198 , ,34.9637 ,31.2500 ,41.7702 ,43.0625 ,38.3196 ,44.9123 ,20.5927 ,44.7107 ,39.0766 ,45.5071 ,38.9304 ,31.9123 ,41.4052 ,47.9556 ,38.1875 ,27.4899 ,36.0312 
"2018.10.09_20",20.1552 ,20.0873 ,18.9688 ,19.8417 , ,35.0565 ,31.2601 ,42.1230 ,43.1089 ,38.3780 ,45.0786 ,20.2863 ,44.7581 ,39.6673 ,45.6411 ,39.8115 ,31.9869 ,41.5534 ,48.1058 ,38.1875 ,27.5927 ,36.2692 
"2018.10.09_21",20.0953 ,20.0689 ,19.0268 ,19.5010 , ,35.1774 ,31.3427 ,42.5272 ,43.1512 ,38.4435 ,45.3216 ,20.1855 ,44.8175 ,40.1583 ,45.7792 ,40.4919 ,32.0242 ,41.6875 ,48.2702 ,38.1875 ,27.6714 ,36.4698 
"2018.10.09_22",19.9278 ,19.9494 ,18.6391 ,19.2308 , ,35.2954 ,31.4284 ,42.9123 ,43.2097 ,38.5020 ,45.5857 ,19.9808 ,44.8760 ,40.5837 ,45.9183 ,41.0423 ,32.0877 ,41.8306 ,48.4597 ,38.1915 ,27.7440 ,36.6331 
"2018.10.09_23",19.7274 ,19.7726 ,18.2702 ,18.9224 , ,35.4073 ,31.4839 ,43.2752 ,43.2712 ,38.5716 ,45.8679 ,19.6462 ,44.9405 ,41.0373 ,46.0585 ,41.5071 ,32.1250 ,41.9960 ,48.6633 ,38.2429 ,27.7974 ,36.7681 
"2018.10.10_00",19.5862 ,19.6476 ,18.0534 ,18.6986 , ,35.5040 ,31.5565 ,43.6091 ,43.3423 ,38.6389 ,46.1438 ,19.3982 ,45.0020 ,41.4821 ,46.2034 ,41.9107 ,32.1250 ,42.1835 ,48.8839 ,38.2500 ,27.8135 ,36.8899 
"2018.10.10_01",19.6907 ,19.7091 ,18.2566 ,30.7145 , ,35.5968 ,31.6845 ,43.4990 ,43.4183 ,38.7067 ,46.3427 ,19.4849 ,45.0726 ,39.0282 ,46.3558 ,37.9052 ,32.1250 ,42.3851 ,49.1079 ,38.2702 ,27.8669 ,36.6583 
"2018.10.10_02",19.8496 ,19.8157 ,18.7651 ,21.9456 , ,35.6875 ,31.9879 ,42.8478 ,43.5020 ,38.7671 ,46.1502 ,19.6956 ,45.1502 ,40.1583 ,46.5030 ,38.7349 ,32.1331 ,42.5857 ,49.2913 ,38.3125 ,27.9002 ,36.4456 
"2018.10.10_03",19.9256 ,19.8909 ,18.9163 ,20.0101 , ,35.7671 ,32.3004 ,42.9516 ,43.5827 ,38.8327 ,46.1079 ,19.8075 ,45.2298 ,40.9052 ,46.6673 ,40.0675 ,32.1875 ,42.7520 ,49.4042 ,38.3417 ,27.9375 ,36.7127 
"2018.10.10_04",19.9968 ,19.9946 ,19.1091 ,19.5476 , ,35.8125 ,32.5413 ,43.3115 ,43.6532 ,38.8972 ,46.2671 ,19.9375 ,45.3266 ,41.5202 ,46.8266 ,40.9677 ,32.2117 ,42.8730 ,49.5121 ,38.3750 ,27.9375 ,36.9536 
"2018.10.10_05",19.9343 ,19.9731 ,18.8286 ,19.2883 , ,35.8125 ,32.5938 ,43.6986 ,43.7298 ,38.9708 ,46.5020 ,19.8569 ,45.4163 ,42.0353 ,46.9859 ,41.6300 ,32.2782 ,42.9889 ,49.6381 ,38.4153 ,27.9375 ,37.1250 
"2018.10.10_06",19.9116 ,19.9203 ,18.7198 ,19.1321 , ,35.8821 ,32.6250 ,44.0756 ,43.8165 ,39.0413 ,46.7631 ,19.8034 ,45.5141 ,42.5474 ,47.1351 ,42.1542 ,32.3427 ,43.1119 ,49.7974 ,38.4375 ,27.9375 ,37.2772 
"2018.10.10_07",19.9644 ,19.9709 ,18.8095 ,19.0827 , ,35.9728 ,32.6875 ,44.4234 ,43.9052 ,39.1099 ,47.0353 ,19.8286 ,45.6008 ,43.0312 ,47.2833 ,42.6008 ,32.3851 ,43.2560 ,49.9677 ,38.4899 ,27.9375 ,37.4224 
"2018.10.10_08",20.0487 ,20.0248 ,19.2026 ,19.1966 , ,36.0565 ,32.8831 ,44.7490 ,43.9859 ,39.1815 ,47.3095 ,20.0202 ,45.7046 ,43.4607 ,47.4365 ,42.9728 ,32.4365 ,43.4264 ,50.1522 ,38.5060 ,27.9647 ,37.5605 
"2018.10.10_09",20.1897 ,20.1487 ,19.2118 ,31.4579 , ,36.1482 ,33.0938 ,44.6573 ,44.0857 ,39.2470 ,47.5121 ,20.3941 ,45.8034 ,41.1149 ,47.5857 ,39.1683 ,32.4385 ,43.6038 ,50.3397 ,38.5615 ,27.9879 ,37.3750 
"2018.10.10_10",20.5392 ,20.4227 ,21.2319 ,23.4688 , ,36.2298 ,33.2923 ,43.9234 ,44.1633 ,39.3095 ,47.2833 ,21.4123 ,45.9093 ,41.8286 ,47.7440 ,39.6754 ,32.4778 ,43.7954 ,50.4950 ,38.5907 ,27.9970 ,37.1361 
"2018.10.10_11",21.0690 ,20.8707 ,23.8036 ,22.3135 , ,36.3246 ,33.5464 ,44.0161 ,44.2530 ,39.3649 ,47.2117 ,22.8264 ,46.0242 ,42.4365 ,47.9345 ,41.0675 ,32.5696 ,43.9476 ,50.5736 ,38.6270 ,28.0746 ,37.4486 
"2018.10.10_12",21.3890 ,21.1562 ,24.9093 ,22.6220 , ,36.4153 ,33.7238 ,44.3810 ,44.3286 ,39.4194 ,47.3609 ,23.6179 ,46.1431 ,42.6925 ,48.1089 ,42.0181 ,32.7188 ,44.0464 ,50.6331 ,38.6845 ,28.1885 ,37.7631 
"2018.10.10_13",21.9461 ,21.6282 ,27.0363 ,25.4093 , ,36.5373 ,33.8327 ,44.8085 ,44.3982 ,39.4748 ,47.6129 ,25.9667 ,46.2863 ,42.6099 ,48.3165 ,42.7389 ,32.8296 ,44.1462 ,50.7087 ,38.7188 ,28.3306 ,38.0534 
"2018.10.10_14",21.9661 ,21.6790 ,28.0726 ,24.7177 , ,36.6552 ,33.9062 ,45.2107 ,44.4637 ,39.5282 ,47.8871 ,25.3851 ,46.4486 ,42.8800 ,48.5181 ,43.2833 ,32.9073 ,44.2540 ,50.8054 ,38.7581 ,28.5192 ,38.3125 
"2018.10.10_15",21.8847 ,21.6024 ,25.3266 ,23.5494 , ,36.7808 ,33.9782 ,45.5823 ,44.5238 ,39.5804 ,48.1756 ,24.5605 ,46.6121 ,43.4196 ,48.6925 ,43.7341 ,33.0347 ,44.3829 ,50.9395 ,38.8115 ,28.6438 ,38.5327 
"2018.10.10_16",22.0205 ,21.7252 ,24.0968 ,23.0171 , ,36.9012 ,34.0161 ,45.9002 ,44.5917 ,39.6431 ,48.4456 ,24.1986 ,46.7621 ,44.1764 ,48.8367 ,44.1149 ,33.2016 ,44.5423 ,51.0927 ,38.8498 ,28.7308 ,38.7087 
"2018.10.10_17",21.9655 ,21.7338 ,20.4467 ,33.0842 , ,37.0222 ,34.0030 ,45.8085 ,44.6552 ,39.7107 ,48.6371 ,23.7171 ,46.9022 ,42.9567 ,48.9556 ,40.3955 ,33.4002 ,44.7137 ,51.2671 ,38.8780 ,28.8448 ,38.5575 
"2018.10.10_18",21.7231 ,21.5269 ,20.8611 ,25.0357 , ,37.1411 ,34.0726 ,44.9698 ,44.7167 ,39.7722 ,48.3690 ,22.7708 ,47.0262 ,43.4365 ,49.0766 ,40.7278 ,33.5615 ,44.8942 ,51.4163 ,38.9375 ,28.9768 ,38.2440 
"2018.10.10_19",21.4725 ,21.3400 ,20.4647 ,22.1200 , ,37.2591 ,34.1895 ,45.0242 ,44.7823 ,39.8438 ,48.2571 ,22.0827 ,47.1462 ,44.1653 ,49.2137 ,42.0948 ,33.6613 ,45.0444 ,51.4980 ,38.9808 ,29.0917 ,38.4798 
"2018.10.10_20",21.2500 ,21.1239 ,20.0988 ,21.0917 , ,37.3679 ,34.4012 ,45.3720 ,44.8558 ,39.9264 ,48.3810 ,21.5887 ,47.2671 ,44.5111 ,49.3558 ,42.9829 ,33.6875 ,45.1492 ,51.5746 ,39.0212 ,29.1583 ,38.6895 
"2018.10.10_21",21.1056 ,21.0377 ,19.8377 ,20.5927 , ,37.4627 ,34.5988 ,45.7591 ,44.9516 ,40.0202 ,48.5927 ,21.2823 ,47.3821 ,44.9778 ,49.5020 ,43.6220 ,33.7046 ,45.2349 ,51.6623 ,39.0696 ,29.1875 ,38.8448 
"2018.10.10_22",21.0636 ,21.0000 ,19.9083 ,20.3972 , ,37.5363 ,34.6956 ,46.1169 ,45.0393 ,40.0978 ,48.8417 ,21.2198 ,47.5010 ,45.3337 ,49.6361 ,44.1210 ,33.7490 ,45.3427 ,51.7853 ,39.1280 ,29.1875 ,38.9778 
"2018.10.10_23",21.0765 ,21.0000 ,20.1169 ,20.3952 , ,37.6058 ,34.8690 ,46.4526 ,45.1421 ,40.1804 ,49.0978 ,21.2450 ,47.6190 ,45.4889 ,49.7984 ,44.5292 ,33.7500 ,45.4657 ,51.9294 ,39.1885 ,29.1492 ,39.1018 
"2018.10.11_00",20.9989 ,20.9015 ,20.0736 ,20.3327 , ,37.6724 ,35.0272 ,46.7571 ,45.2520 ,40.2671 ,49.3538 ,21.1532 ,47.7500 ,45.5887 ,49.9617 ,44.8760 ,33.7339 ,45.6129 ,52.0756 ,39.2470 ,29.1069 ,39.2188 
"2018.10.11_01",21.0140 ,20.9450 ,19.2962 ,32.1686 , ,37.7349 ,35.1502 ,46.7056 ,45.3589 ,40.3438 ,49.5554 ,21.2832 ,47.8760 ,44.0060 ,50.1351 ,41.3810 ,33.6875 ,45.7671 ,52.2389 ,39.3135 ,29.0464 ,39.0635 
"2018.10.11_02",21.0625 ,20.9989 ,20.0817 ,24.2107 , ,37.7812 ,35.2036 ,45.8075 ,45.4688 ,40.4083 ,49.2621 ,21.2893 ,48.0131 ,44.3901 ,50.2823 ,41.3085 ,33.7329 ,45.9365 ,52.3659 ,39.3720 ,28.9980 ,38.7278 
"2018.10.11_03",21.0571 ,20.9946 ,20.2107 ,21.6038 , ,37.8296 ,35.1804 ,45.8256 ,45.5675 ,40.4798 ,49.1210 ,21.2681 ,48.1431 ,44.9940 ,50.4264 ,42.7329 ,33.7954 ,46.0675 ,52.4365 ,39.4375 ,28.9476 ,38.9768 
"2018.10.11_04",21.0528 ,21.0000 ,20.2873 ,20.8992 , ,37.8760 ,35.2268 ,46.1734 ,45.6673 ,40.5645 ,49.2177 ,21.2571 ,48.2712 ,45.5202 ,50.5948 ,43.6754 ,33.8125 ,46.1472 ,52.4698 ,39.4950 ,28.9375 ,39.2026 
"2018.10.11_05",21.0731 ,21.0403 ,20.2339 ,20.6139 , ,37.9286 ,35.1994 ,46.5496 ,45.7778 ,40.6448 ,49.4187 ,21.2389 ,48.4018 ,46.2321 ,50.7530 ,44.3452 ,33.8720 ,46.2212 ,52.5407 ,39.5575 ,28.9306 ,39.3690 
"2018.10.11_06",21.1207 ,21.0625 ,20.2258 ,20.4778 , ,37.9607 ,35.1663 ,46.9002 ,45.8790 ,40.7208 ,49.6633 ,21.2440 ,48.5333 ,46.6371 ,50.8921 ,44.8609 ,33.9476 ,46.3115 ,52.6552 ,39.6169 ,28.9375 ,39.5101 
"2018.10.11_07",21.1703 ,21.0970 ,20.3569 ,20.4839 , ,38.0010 ,35.3065 ,47.2268 ,45.9909 ,40.7954 ,49.9123 ,21.3206 ,48.6603 ,46.8054 ,51.0464 ,45.2571 ,34.0000 ,46.4244 ,52.7843 ,39.6714 ,28.9385 ,39.6442 
"2018.10.11_08",21.2231 ,21.1509 ,20.6159 ,20.5786 , ,38.0514 ,35.4536 ,47.5192 ,46.1038 ,40.8740 ,50.1633 ,21.4657 ,48.7863 ,46.9869 ,51.1976 ,45.5867 ,34.0363 ,46.5635 ,52.9264 ,39.7319 ,28.9435 ,39.7772 
"2018.10.11_09",21.3890 ,21.2888 ,19.8620 ,32.6081 , ,38.0917 ,35.6018 ,47.4768 ,46.2208 ,40.9395 ,50.3518 ,21.8346 ,48.9214 ,45.6956 ,51.3579 ,42.2611 ,34.0696 ,46.7147 ,53.0736 ,39.7913 ,28.9788 ,39.6482 
"2018.10.11_10",21.5916 ,21.4763 ,21.2238 ,25.2268 , ,38.1260 ,35.6825 ,46.5192 ,46.3317 ,41.0040 ,50.0403 ,22.1694 ,49.0575 ,45.8175 ,51.4919 ,41.9415 ,34.1593 ,46.8730 ,53.2067 ,39.8508 ,29.0000 ,39.3054 
"2018.10.11_11",21.8556 ,21.6983 ,21.8911 ,22.7440 , ,38.1835 ,35.7480 ,46.4929 ,46.4294 ,41.0615 ,49.8710 ,22.5403 ,49.1815 ,46.5575 ,51.6179 ,43.3931 ,34.2923 ,47.0040 ,53.2500 ,39.9073 ,29.0504 ,39.5948 
"2018.10.11_12",21.6525 ,21.5614 ,21.3448 ,21.5252 , ,38.2480 ,35.6935 ,46.8256 ,46.5302 ,41.1321 ,49.9365 ,21.9597 ,49.3075 ,47.1542 ,51.7440 ,44.2520 ,34.3528 ,47.0726 ,53.2812 ,39.9627 ,29.0635 ,39.8619 
"2018.10.11_13",21.3405 ,21.2845 ,20.8448 ,20.8377 , ,38.3488 ,34.9940 ,47.2016 ,46.6321 ,41.2077 ,50.1310 ,21.4163 ,49.4294 ,47.5151 ,51.8740 ,44.8367 ,34.2490 ,47.1361 ,53.3357 ,40.0202 ,29.0635 ,40.0524 
"2018.10.11_14",21.4968 ,21.4407 ,21.0171 ,20.9173 , ,38.3438 ,34.6704 ,47.5806 ,46.7369 ,41.2802 ,50.3730 ,21.5696 ,49.5595 ,47.1119 ,52.0565 ,45.4556 ,34.1462 ,47.2157 ,53.4163 ,40.0847 ,29.0625 ,40.2067 
"2018.10.11_15",21.5409 ,21.5797 ,20.8864 ,20.8551 , ,38.0057 ,34.1051 ,47.8565 ,46.8352 ,41.3409 ,50.5881 ,21.4588 ,49.6761 ,47.4943 ,52.2173 ,45.7940 ,34.2244 ,47.3111 ,53.5185 ,40.1278 ,70.2961 ,40.3111 
"2018.10.11_16",21.6509 ,21.6886 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_17",21.5434 ,21.6186 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_18",21.3890 ,21.4688 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_19",21.2834 ,21.3502 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_20",21.1983 ,21.2942 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_21",21.1293 ,21.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_22",21.0572 ,21.2193 , , , , , , , , , , , , , , , , , , , , 
"2018.10.11_23",20.7219 ,20.9672 , , , , , , , , , , , , , , , , , , , , 
"2018.10.12_07",16.2061 ,17.1404 ,16.0625 ,30.6875 , ,37.3415 ,34.4464 ,47.1708 ,48.9386 ,42.7266 ,50.5759 ,13.5991 , , , ,40.2567 ,33.0815 ,48.4286 ,53.7790 ,41.0926 , ,38.9710 
"2018.10.12_08",16.0226 ,16.9450 ,12.5242 ,14.6925 , ,37.3750 ,33.7853 ,46.1754 ,49.1139 ,42.7812 ,50.1139 ,12.8982 , , , ,41.6240 ,32.7288 ,48.5796 ,53.6169 ,41.1250 , ,38.6240 
"2018.10.12_09",15.9248 ,16.7701 ,12.7470 ,13.1058 , ,37.3014 ,32.7268 ,46.3024 ,49.2994 ,42.8407 ,49.9597 ,13.1008 , , , ,43.5192 ,32.3810 ,48.7127 ,53.4022 ,41.1774 , ,38.7097 
"2018.10.12_10",14.9817 ,16.1552 ,13.4841 ,13.1071 , ,37.1109 ,31.2016 ,46.8236 ,49.4960 ,42.8760 ,50.1946 ,13.3284 , , , ,44.8226 ,32.1119 ,48.7500 ,53.2359 ,41.1875 , ,38.9788 
"2018.10.12_11",13.8211 ,15.5259 ,13.8377 ,12.9950 , ,36.9042 ,29.3982 ,47.3952 ,49.6986 ,42.9304 ,50.5907 ,13.2601 , , , ,45.8135 ,31.8468 ,48.7974 ,53.1028 ,41.1875 , ,39.2228 
"2018.10.12_12",13.6110 ,15.3319 ,17.1408 ,27.6250 , ,36.6602 ,27.5370 ,47.8107 ,49.9093 ,42.9595 ,51.0123 ,14.2232 , , , ,44.2254 ,31.5361 ,48.8565 ,53.0220 ,41.1857 , ,39.2368 
"2018.10.12_13",14.1498 ,15.5851 ,19.1002 ,19.9177 , ,36.4385 ,26.3498 ,47.1079 ,50.1028 ,42.9970 ,51.0121 ,18.1042 , , , ,42.5131 ,31.2954 ,48.9365 ,52.9829 ,41.1472 , ,38.7389 
"2018.10.12_14",14.2198 ,15.5614 ,20.7188 ,16.4798 , ,36.2198 ,25.3266 ,47.1583 ,50.2944 ,43.0000 ,50.9768 ,16.2994 , , , ,44.3004 ,31.1008 ,49.0000 ,52.8992 ,41.1250 , ,38.9194 
"2018.10.12_15",13.8578 ,15.1875 ,15.9365 ,14.5504 , ,36.0020 ,24.6048 ,47.5796 ,50.4839 ,43.0000 ,51.2056 ,14.5413 , , , ,45.2984 ,30.9032 ,49.0020 ,52.8175 ,41.1008 , ,39.0212 
"2018.10.12_16",13.8220 ,15.0964 ,14.4688 ,13.7722 , ,35.7762 ,24.2581 ,47.9960 ,50.6683 ,43.0020 ,51.5222 ,13.9476 , , , ,45.9113 ,30.7248 ,49.0131 ,52.7883 ,41.0625 , ,39.1038 
"2018.10.12_17",13.5474 ,14.8621 ,13.1492 ,13.0020 , ,35.5746 ,24.2591 ,48.3377 ,50.8458 ,43.0504 ,51.8236 ,12.8065 , , , ,46.3206 ,30.5474 ,49.0605 ,52.7913 ,41.0151 , ,39.1069 
"2018.10.12_18",13.3534 ,14.6293 ,11.4274 ,12.0494 , ,35.3558 ,24.5010 ,48.5958 ,51.0222 ,43.0625 ,52.1048 ,11.4163 , , , ,46.5071 ,30.3417 ,49.0978 ,52.8155 ,40.9798 , ,39.0595 
"2018.10.12_19",13.3017 ,14.4569 ,10.2232 ,12.1384 , ,35.1394 ,25.3356 ,48.7481 ,51.2000 ,43.0625 ,52.3260 ,10.4482 , , , ,46.3288 ,30.1615 ,49.1587 ,52.8750 ,40.9365 , ,38.9538 
"2018.10.12_20",13.0636 ,14.1735 ,14.6809 ,28.0669 , ,34.9315 ,26.0292 ,48.2006 ,51.3659 ,43.0625 ,52.3236 ,9.7544 , , , ,41.4315 ,30.0040 ,49.2319 ,52.9315 ,40.8800 , ,38.4315 
