"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.11.09_14:2",7.9514 ,8.7222 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_14:3",8.1250 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_14:4",8.2063 ,8.8000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_14:5",8.2875 ,8.8562 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:0",8.4444 ,8.9167 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:1",8.3875 ,8.9750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:2",8.2937 ,8.9938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:3",8.5278 ,9.0069 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:4",8.5875 ,9.0563 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_15:5",8.5938 ,9.1125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:0",8.6389 ,9.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:1",8.6875 ,9.1438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:2",8.7438 ,9.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:3",8.8250 ,9.2312 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:4",8.9236 ,9.2778 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_16:5",8.9500 ,9.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:0",8.8750 ,9.3438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:1",8.6458 ,9.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:2",8.5437 ,9.2937 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:3",8.3313 ,9.2438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:4",8.1667 ,9.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_17:5",8.0563 ,9.1188 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:0",7.8875 ,9.0625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:1",7.7500 ,8.9875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:2",7.6528 ,8.9236 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:3",7.5438 ,8.8500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:4",7.5062 ,8.7937 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_18:5",7.4375 ,8.7361 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:0",7.3937 ,8.6813 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:1",7.3750 ,8.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:2",7.3750 ,8.5875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:3",7.3750 ,8.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:4",7.3312 ,8.5250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_19:5",7.3125 ,8.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:0",7.2986 ,8.4722 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:1",7.2500 ,8.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:2",7.2250 ,8.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:3",7.1875 ,8.3333 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:4",7.2313 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_20:5",7.2812 ,8.2937 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:0",7.3125 ,8.2562 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:1",7.3333 ,8.2569 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:2",7.3750 ,8.3000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:3",7.4313 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:4",7.4931 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_21:5",7.4688 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:0",7.3812 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:1",7.4653 ,8.2917 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:2",7.5812 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:3",7.6500 ,8.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:4",7.7000 ,8.3688 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_22:5",7.7014 ,8.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:0",7.7250 ,8.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:1",7.8187 ,8.4187 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:2",7.8750 ,8.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:3",7.8750 ,8.4500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:4",7.9375 ,8.4938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.09_23:5",7.9625 ,8.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:0",8.0000 ,8.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:1",8.0312 ,8.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:2",8.0813 ,8.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:3",8.0278 ,8.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:4",8.0750 ,8.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_00:5",8.1000 ,8.6000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:0",8.0764 ,8.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:1",8.0813 ,8.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:2",8.1562 ,8.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:3",8.2125 ,8.6438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:4",8.2500 ,8.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_01:5",8.3063 ,8.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:0",8.3313 ,8.7125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:1",8.3750 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:2",8.3812 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:3",8.4062 ,8.7750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:4",8.4097 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_02:5",8.4125 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:0",8.4187 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:1",8.4375 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:2",8.4236 ,8.8333 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:3",8.3750 ,8.8375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:4",8.3750 ,8.8250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_03:5",8.3681 ,8.8194 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:0",8.3750 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:1",8.3375 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:2",8.2500 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:3",8.2500 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:4",8.2625 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_04:5",8.2688 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:0",8.2708 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:1",8.2438 ,8.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:2",8.1562 ,8.7937 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:3",8.1250 ,8.7569 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:4",8.1250 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_05:5",8.0938 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_06:0",8.1750 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_06:1",8.1875 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_06:2",8.0813 ,8.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_06:3",8.0000 ,8.7438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_06:4",8.0625 ,8.6944 , , , ,8.8214 ,23.7500 ,18.1339 ,22.8750 ,17.6875 ,18.9375 , ,27.3661 ,21.6875 ,26.4911 ,19.4643 ,8.2232 ,22.1875 ,17.3125 ,16.4375 ,8.7500 ,16.0714 
"2018.11.10_06:5",7.9750 ,8.6875 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8750 ,17.6875 ,18.9375 , ,27.3438 ,21.6438 ,26.4500 ,19.4688 ,8.2000 ,22.1875 ,17.3125 ,16.4375 ,8.7500 ,16.0750 
"2018.11.10_07:0",7.9062 ,8.6875 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8687 ,17.6750 ,18.9375 , ,27.3250 ,21.5938 ,26.4500 ,19.4500 ,8.1875 ,22.1875 ,17.3125 ,16.4312 ,8.7500 ,16.0688 
"2018.11.10_07:1",7.7639 ,8.6458 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8580 ,17.6591 ,18.9205 , ,27.3125 ,21.4886 ,26.4432 ,19.4602 ,8.1875 ,22.1875 ,17.3125 ,16.4205 ,8.7443 ,16.0682 
"2018.11.10_07:2",7.8000 ,8.6250 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8250 ,17.6250 ,18.9125 , ,27.3125 ,21.3750 ,26.4375 ,19.4937 ,8.1687 ,22.1875 ,17.3125 ,16.4187 ,8.6937 ,16.0813 
"2018.11.10_07:3",7.7313 ,8.6062 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8125 ,17.6250 ,18.8938 , ,27.3125 ,21.3875 ,26.4375 ,19.4937 ,8.1312 ,22.1875 ,17.3000 ,16.3750 ,8.6875 ,16.0938 
"2018.11.10_07:4",7.7569 ,8.5625 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8125 ,17.6250 ,18.8977 , ,27.3125 ,21.3295 ,26.4375 ,19.5000 ,8.1250 ,22.1875 ,17.2841 ,16.3750 ,8.6875 ,16.0795 
"2018.11.10_07:5",7.7375 ,8.5563 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.3000 ,26.4375 ,19.5000 ,8.1000 ,22.1875 ,17.2625 ,16.3750 ,8.6875 ,16.0875 
"2018.11.10_08:0",7.6250 ,8.5000 , , , ,8.8125 ,23.7500 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,27.6000 ,26.4375 ,19.5000 ,8.0625 ,22.1875 ,17.2563 ,16.3750 ,8.6687 ,16.1000 
"2018.11.10_08:1",7.6188 ,8.5000 , , , ,8.8125 ,23.7443 ,18.1250 ,22.8125 ,17.6250 ,18.8807 , ,27.3125 ,21.2330 ,26.4375 ,19.5000 ,8.0568 ,22.1875 ,17.2500 ,16.3750 ,8.6250 ,16.1080 
"2018.11.10_08:2",7.6667 ,8.4375 , , , ,8.8125 ,23.7125 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.1812 ,26.4375 ,19.5000 ,8.0188 ,22.1875 ,17.2500 ,16.3750 ,8.6250 ,16.1125 
"2018.11.10_08:3",7.4313 ,8.4375 , , , ,8.8125 ,23.6875 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.1812 ,26.4375 ,19.5000 ,8.0000 ,22.1812 ,17.2500 ,16.3750 ,8.6188 ,16.1250 
"2018.11.10_08:4",7.4813 ,8.4125 , , , ,8.8125 ,23.6875 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.1250 ,26.4375 ,19.5057 ,7.9773 ,22.1705 ,17.2500 ,16.3750 ,8.5739 ,16.1136 
"2018.11.10_08:5",7.5139 ,8.3750 , , , ,8.8125 ,23.6875 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.1875 ,26.4125 ,19.5188 ,7.9375 ,22.1250 ,17.2500 ,16.3750 ,8.5625 ,16.1187 
"2018.11.10_09:0",7.6688 ,8.3875 , , , ,8.8063 ,23.6875 ,18.1250 ,22.8125 ,17.6250 ,18.8750 , ,27.3125 ,21.2188 ,26.3875 ,19.5625 ,7.9250 ,22.1313 ,17.2500 ,16.3750 ,8.5500 ,16.1125 
"2018.11.10_09:1",7.8125 ,8.3750 , , , ,8.8011 ,23.6875 ,18.1250 ,22.8068 ,17.6080 ,18.8750 , ,27.3068 ,21.2330 ,26.3920 ,19.5568 ,7.8807 ,22.1250 ,17.2500 ,16.3750 ,8.5000 ,16.0909 
"2018.11.10_09:2",7.8625 ,8.3750 , , , ,8.8000 ,23.6875 ,18.1250 ,22.8062 ,17.5938 ,18.8750 , ,27.3125 ,21.1875 ,26.3750 ,19.5625 ,7.8750 ,22.1250 ,17.2500 ,16.3625 ,8.5000 ,16.1125 
"2018.11.10_09:3",7.5500 ,8.3750 , , , ,8.7955 ,23.6875 ,18.1250 ,22.8011 ,17.5739 ,18.8750 , ,27.2955 ,21.1648 ,26.3750 ,19.5625 ,7.8750 ,22.1250 ,17.2330 ,16.3352 ,8.4716 ,16.1136 
"2018.11.10_09:4",6.9722 ,8.3403 , , , ,8.8063 ,23.6812 ,18.1250 ,22.7625 ,17.5625 ,18.8750 , ,27.2625 ,21.0375 ,26.3750 ,19.5813 ,7.8750 ,22.1250 ,17.2312 ,16.3250 ,8.4375 ,16.1187 
"2018.11.10_09:5",6.7875 ,8.2625 , , , ,8.8125 ,23.6375 ,18.1250 ,22.7625 ,17.5625 ,18.8750 , ,27.2500 ,20.9125 ,26.3750 ,19.5875 ,7.8750 ,22.1250 ,17.2000 ,16.3250 ,23.7500 ,16.1250 
"2018.11.10_10:0",6.9625 ,8.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_10:1",6.9625 ,8.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_10:2",6.7500 ,8.1736 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_10:3",6.7562 ,8.1062 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_10:4",7.1813 ,8.0687 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_10:5",7.1597 ,8.1181 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:0",6.8438 ,8.0938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:1",6.6688 ,8.0625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:2",6.5069 ,8.0069 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:3",7.0000 ,7.9813 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:4",7.2687 ,8.0000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_11:5",7.5687 ,8.0500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:0",7.7847 ,8.0625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:1",7.9688 ,8.0938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:2",7.8563 ,8.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:3",7.6528 ,8.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:4",7.4125 ,8.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_12:5",7.1688 ,8.0938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:0",7.9792 ,8.0625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:1",7.9938 ,8.0000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:2",7.6625 ,8.0000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:3",7.2812 ,7.9500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:4",7.3889 ,7.9375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_13:5",7.4062 ,7.9375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:0",7.0187 ,7.9125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:1",6.8194 ,7.8750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:2",6.4750 ,7.8125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:3",6.4625 ,7.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:4",6.6312 ,7.6944 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_14:5",6.9097 ,7.7000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:0",6.8125 ,7.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:1",6.5062 ,7.7062 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:2",6.5625 ,7.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:3",6.6625 ,7.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:4",6.5812 ,7.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_15:5",6.3472 ,7.6597 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:0",5.9750 ,7.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:1",5.5000 ,7.5187 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:2",5.8000 ,7.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:3",5.9097 ,7.4236 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:4",5.9000 ,7.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_16:5",5.7062 ,7.4062 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:0",5.6042 ,7.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:1",5.5438 ,7.3250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:2",5.4938 ,7.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:3",5.3958 ,7.2708 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:4",5.5687 ,7.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_17:5",5.4938 ,7.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:0",5.3250 ,7.2000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:1",5.3750 ,7.1736 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:2",5.2750 ,7.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:3",4.9500 ,7.0938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:4",4.9514 ,7.0139 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_18:5",4.8812 ,6.9562 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:0",4.8625 ,6.9188 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:1",4.7431 ,6.8750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:2",4.6437 ,6.8312 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:3",4.7375 ,6.7875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:4",4.9250 ,6.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_19:5",4.7708 ,6.7500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:0",4.8250 ,6.7438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:1",4.8875 ,6.7000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:2",5.0139 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:3",4.8500 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:4",4.8187 ,6.6750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_20:5",4.8500 ,6.6312 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:0",4.7500 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:1",4.8812 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:2",4.9938 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:3",5.0208 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:4",5.0000 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_21:5",5.1813 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:0",5.3333 ,6.6806 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:1",5.1875 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:2",5.2062 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:3",5.1688 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:4",5.1806 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_22:5",5.1813 ,6.6875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:0",5.1625 ,6.6500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:1",5.1528 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:2",5.1875 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:3",5.1500 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:4",5.1250 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.10_23:5",5.0875 ,6.6250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:0",5.0062 ,6.5687 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:1",5.0625 ,6.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:2",5.1528 ,6.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:3",5.0938 ,6.5938 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:4",5.0250 ,6.5875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_00:5",5.0625 ,6.5694 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:0",4.9813 ,6.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:1",4.9250 ,6.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:2",4.9028 ,6.5625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:3",4.8750 ,6.5062 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:4",4.8187 ,6.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_01:5",4.9062 ,6.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:0",4.8819 ,6.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:1",4.8688 ,6.5000 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:2",4.8250 ,6.4500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:3",4.8125 ,6.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:4",4.7750 ,6.4375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_02:5",4.7500 ,6.4188 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:0",4.7875 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:1",4.7569 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:2",4.7938 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:3",4.7375 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:4",4.6875 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_03:5",4.7125 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:0",4.6312 ,6.3625 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:1",4.6667 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:2",4.6750 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:3",4.7188 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:4",4.7188 ,6.3688 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_04:5",4.6806 ,6.3264 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:0",4.6562 ,6.3250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:1",4.5938 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:2",4.5139 ,6.3056 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:3",4.5062 ,6.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:4",4.5500 ,6.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_05:5",4.5486 ,6.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:0",4.5750 ,6.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:1",4.5375 ,6.2500 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:2",4.4750 ,6.2438 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:3",4.4583 ,6.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:4",4.4562 ,6.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_06:5",4.4125 ,6.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:0",4.3819 ,6.1389 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:1",4.4125 ,6.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:2",4.4375 ,6.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:3",4.4375 ,6.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:4",4.4813 ,6.1250 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_07:5",4.6000 ,6.1375 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:0",4.6312 ,6.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:1",4.7431 ,6.1875 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:2",4.8750 ,6.2188 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:3",4.9813 ,6.2562 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:4",4.9931 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_08:5",5.1500 ,6.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_09:0",5.0938 ,6.3688 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_09:1",5.3333 ,6.3750 , , , , , , , , , , , , , , , , , , , , 
"2018.11.11_09:2",5.4375 ,6.3812 , , , , , , , , , , , , , , , , , , , , 
